t,V(1) (Volt),V(2) (Volt),V(R) (Volt),V(V) (Volt),V(C) (Volt),I(R) (Amp),I(V) (Amp),I(C) (Amp),
2.185000,5.000000,4.936594,0.063406,5.000000,4.936594,0.000006,-0.000006,0.000006,
2.186000,5.000000,4.936721,0.063279,5.000000,4.936721,0.000006,-0.000006,0.000006,
2.187000,5.000000,4.936847,0.063153,5.000000,4.936847,0.000006,-0.000006,0.000006,
2.188000,5.000000,4.936973,0.063027,5.000000,4.936973,0.000006,-0.000006,0.000006,
2.189000,5.000000,4.937099,0.062901,5.000000,4.937099,0.000006,-0.000006,0.000006,
2.190000,5.000000,4.937224,0.062776,5.000000,4.937224,0.000006,-0.000006,0.000006,
2.191000,5.000000,4.937350,0.062650,5.000000,4.937350,0.000006,-0.000006,0.000006,
2.192000,5.000000,4.937475,0.062525,5.000000,4.937475,0.000006,-0.000006,0.000006,
2.193000,5.000000,4.937599,0.062401,5.000000,4.937599,0.000006,-0.000006,0.000006,
2.194000,5.000000,4.937724,0.062276,5.000000,4.937724,0.000006,-0.000006,0.000006,
2.195000,5.000000,4.937848,0.062152,5.000000,4.937848,0.000006,-0.000006,0.000006,
2.196000,5.000000,4.937972,0.062028,5.000000,4.937972,0.000006,-0.000006,0.000006,
2.197000,5.000000,4.938096,0.061904,5.000000,4.938096,0.000006,-0.000006,0.000006,
2.198000,5.000000,4.938220,0.061780,5.000000,4.938220,0.000006,-0.000006,0.000006,
2.199000,5.000000,4.938343,0.061657,5.000000,4.938343,0.000006,-0.000006,0.000006,
2.200000,5.000000,4.938466,0.061534,5.000000,4.938466,0.000006,-0.000006,0.000006,
2.201000,5.000000,4.938589,0.061411,5.000000,4.938589,0.000006,-0.000006,0.000006,
2.202000,5.000000,4.938711,0.061289,5.000000,4.938711,0.000006,-0.000006,0.000006,
2.203000,5.000000,4.938834,0.061166,5.000000,4.938834,0.000006,-0.000006,0.000006,
2.204000,5.000000,4.938956,0.061044,5.000000,4.938956,0.000006,-0.000006,0.000006,
2.205000,5.000000,4.939078,0.060922,5.000000,4.939078,0.000006,-0.000006,0.000006,
2.206000,5.000000,4.939199,0.060801,5.000000,4.939199,0.000006,-0.000006,0.000006,
2.207000,5.000000,4.939321,0.060679,5.000000,4.939321,0.000006,-0.000006,0.000006,
2.208000,5.000000,4.939442,0.060558,5.000000,4.939442,0.000006,-0.000006,0.000006,
2.209000,5.000000,4.939563,0.060437,5.000000,4.939563,0.000006,-0.000006,0.000006,
2.210000,5.000000,4.939683,0.060317,5.000000,4.939683,0.000006,-0.000006,0.000006,
2.211000,5.000000,4.939804,0.060196,5.000000,4.939804,0.000006,-0.000006,0.000006,
2.212000,5.000000,4.939924,0.060076,5.000000,4.939924,0.000006,-0.000006,0.000006,
2.213000,5.000000,4.940044,0.059956,5.000000,4.940044,0.000006,-0.000006,0.000006,
2.214000,5.000000,4.940163,0.059837,5.000000,4.940163,0.000006,-0.000006,0.000006,
2.215000,5.000000,4.940283,0.059717,5.000000,4.940283,0.000006,-0.000006,0.000006,
2.216000,5.000000,4.940402,0.059598,5.000000,4.940402,0.000006,-0.000006,0.000006,
2.217000,5.000000,4.940521,0.059479,5.000000,4.940521,0.000006,-0.000006,0.000006,
2.218000,5.000000,4.940640,0.059360,5.000000,4.940640,0.000006,-0.000006,0.000006,
2.219000,5.000000,4.940758,0.059242,5.000000,4.940758,0.000006,-0.000006,0.000006,
2.220000,5.000000,4.940876,0.059124,5.000000,4.940876,0.000006,-0.000006,0.000006,
2.221000,5.000000,4.940994,0.059006,5.000000,4.940994,0.000006,-0.000006,0.000006,
2.222000,5.000000,4.941112,0.058888,5.000000,4.941112,0.000006,-0.000006,0.000006,
2.223000,5.000000,4.941230,0.058770,5.000000,4.941230,0.000006,-0.000006,0.000006,
2.224000,5.000000,4.941347,0.058653,5.000000,4.941347,0.000006,-0.000006,0.000006,
2.225000,5.000000,4.941464,0.058536,5.000000,4.941464,0.000006,-0.000006,0.000006,
2.226000,5.000000,4.941581,0.058419,5.000000,4.941581,0.000006,-0.000006,0.000006,
2.227000,5.000000,4.941698,0.058302,5.000000,4.941698,0.000006,-0.000006,0.000006,
2.228000,5.000000,4.941814,0.058186,5.000000,4.941814,0.000006,-0.000006,0.000006,
2.229000,5.000000,4.941930,0.058070,5.000000,4.941930,0.000006,-0.000006,0.000006,
2.230000,5.000000,4.942046,0.057954,5.000000,4.942046,0.000006,-0.000006,0.000006,
2.231000,5.000000,4.942162,0.057838,5.000000,4.942162,0.000006,-0.000006,0.000006,
2.232000,5.000000,4.942277,0.057723,5.000000,4.942277,0.000006,-0.000006,0.000006,
2.233000,5.000000,4.942392,0.057608,5.000000,4.942392,0.000006,-0.000006,0.000006,
2.234000,5.000000,4.942507,0.057493,5.000000,4.942507,0.000006,-0.000006,0.000006,
2.235000,5.000000,4.942622,0.057378,5.000000,4.942622,0.000006,-0.000006,0.000006,
2.236000,5.000000,4.942737,0.057263,5.000000,4.942737,0.000006,-0.000006,0.000006,
2.237000,5.000000,4.942851,0.057149,5.000000,4.942851,0.000006,-0.000006,0.000006,
2.238000,5.000000,4.942965,0.057035,5.000000,4.942965,0.000006,-0.000006,0.000006,
2.239000,5.000000,4.943079,0.056921,5.000000,4.943079,0.000006,-0.000006,0.000006,
2.240000,5.000000,4.943192,0.056808,5.000000,4.943192,0.000006,-0.000006,0.000006,
2.241000,5.000000,4.943306,0.056694,5.000000,4.943306,0.000006,-0.000006,0.000006,
2.242000,5.000000,4.943419,0.056581,5.000000,4.943419,0.000006,-0.000006,0.000006,
2.243000,5.000000,4.943532,0.056468,5.000000,4.943532,0.000006,-0.000006,0.000006,
2.244000,5.000000,4.943645,0.056355,5.000000,4.943645,0.000006,-0.000006,0.000006,
2.245000,5.000000,4.943757,0.056243,5.000000,4.943757,0.000006,-0.000006,0.000006,
2.246000,5.000000,4.943869,0.056131,5.000000,4.943869,0.000006,-0.000006,0.000006,
2.247000,5.000000,4.943981,0.056019,5.000000,4.943981,0.000006,-0.000006,0.000006,
2.248000,5.000000,4.944093,0.055907,5.000000,4.944093,0.000006,-0.000006,0.000006,
2.249000,5.000000,4.944205,0.055795,5.000000,4.944205,0.000006,-0.000006,0.000006,
2.250000,5.000000,4.944316,0.055684,5.000000,4.944316,0.000006,-0.000006,0.000006,
2.251000,5.000000,4.944427,0.055573,5.000000,4.944427,0.000006,-0.000006,0.000006,
2.252000,5.000000,4.944538,0.055462,5.000000,4.944538,0.000006,-0.000006,0.000006,
2.253000,5.000000,4.944649,0.055351,5.000000,4.944649,0.000006,-0.000006,0.000006,
2.254000,5.000000,4.944759,0.055241,5.000000,4.944759,0.000006,-0.000006,0.000006,
2.255000,5.000000,4.944870,0.055130,5.000000,4.944870,0.000006,-0.000006,0.000006,
2.256000,5.000000,4.944980,0.055020,5.000000,4.944980,0.000006,-0.000006,0.000006,
2.257000,5.000000,4.945090,0.054910,5.000000,4.945090,0.000005,-0.000005,0.000005,
2.258000,5.000000,4.945199,0.054801,5.000000,4.945199,0.000005,-0.000005,0.000005,
2.259000,5.000000,4.945309,0.054691,5.000000,4.945309,0.000005,-0.000005,0.000005,
2.260000,5.000000,4.945418,0.054582,5.000000,4.945418,0.000005,-0.000005,0.000005,
2.261000,5.000000,4.945527,0.054473,5.000000,4.945527,0.000005,-0.000005,0.000005,
2.262000,5.000000,4.945635,0.054365,5.000000,4.945635,0.000005,-0.000005,0.000005,
2.263000,5.000000,4.945744,0.054256,5.000000,4.945744,0.000005,-0.000005,0.000005,
2.264000,5.000000,4.945852,0.054148,5.000000,4.945852,0.000005,-0.000005,0.000005,
2.265000,5.000000,4.945960,0.054040,5.000000,4.945960,0.000005,-0.000005,0.000005,
2.266000,5.000000,4.946068,0.053932,5.000000,4.946068,0.000005,-0.000005,0.000005,
2.267000,5.000000,4.946176,0.053824,5.000000,4.946176,0.000005,-0.000005,0.000005,
2.268000,5.000000,4.946283,0.053717,5.000000,4.946283,0.000005,-0.000005,0.000005,
2.269000,5.000000,4.946390,0.053610,5.000000,4.946390,0.000005,-0.000005,0.000005,
2.270000,5.000000,4.946497,0.053503,5.000000,4.946497,0.000005,-0.000005,0.000005,
2.271000,5.000000,4.946604,0.053396,5.000000,4.946604,0.000005,-0.000005,0.000005,
2.272000,5.000000,4.946711,0.053289,5.000000,4.946711,0.000005,-0.000005,0.000005,
2.273000,5.000000,4.946817,0.053183,5.000000,4.946817,0.000005,-0.000005,0.000005,
2.274000,5.000000,4.946923,0.053077,5.000000,4.946923,0.000005,-0.000005,0.000005,
2.275000,5.000000,4.947029,0.052971,5.000000,4.947029,0.000005,-0.000005,0.000005,
2.276000,5.000000,4.947135,0.052865,5.000000,4.947135,0.000005,-0.000005,0.000005,
2.277000,5.000000,4.947241,0.052759,5.000000,4.947241,0.000005,-0.000005,0.000005,
2.278000,5.000000,4.947346,0.052654,5.000000,4.947346,0.000005,-0.000005,0.000005,
2.279000,5.000000,4.947451,0.052549,5.000000,4.947451,0.000005,-0.000005,0.000005,
2.280000,5.000000,4.947556,0.052444,5.000000,4.947556,0.000005,-0.000005,0.000005,
2.281000,5.000000,4.947661,0.052339,5.000000,4.947661,0.000005,-0.000005,0.000005,
2.282000,5.000000,4.947765,0.052235,5.000000,4.947765,0.000005,-0.000005,0.000005,
2.283000,5.000000,4.947869,0.052131,5.000000,4.947869,0.000005,-0.000005,0.000005,
2.284000,5.000000,4.947973,0.052027,5.000000,4.947973,0.000005,-0.000005,0.000005,
2.285000,5.000000,4.948077,0.051923,5.000000,4.948077,0.000005,-0.000005,0.000005,
2.286000,5.000000,4.948181,0.051819,5.000000,4.948181,0.000005,-0.000005,0.000005,
2.287000,5.000000,4.948284,0.051716,5.000000,4.948284,0.000005,-0.000005,0.000005,
2.288000,5.000000,4.948387,0.051613,5.000000,4.948387,0.000005,-0.000005,0.000005,
2.289000,5.000000,4.948490,0.051510,5.000000,4.948490,0.000005,-0.000005,0.000005,
2.290000,5.000000,4.948593,0.051407,5.000000,4.948593,0.000005,-0.000005,0.000005,
2.291000,5.000000,4.948696,0.051304,5.000000,4.948696,0.000005,-0.000005,0.000005,
2.292000,5.000000,4.948798,0.051202,5.000000,4.948798,0.000005,-0.000005,0.000005,
2.293000,5.000000,4.948900,0.051100,5.000000,4.948900,0.000005,-0.000005,0.000005,
2.294000,5.000000,4.949002,0.050998,5.000000,4.949002,0.000005,-0.000005,0.000005,
2.295000,5.000000,4.949104,0.050896,5.000000,4.949104,0.000005,-0.000005,0.000005,
2.296000,5.000000,4.949206,0.050794,5.000000,4.949206,0.000005,-0.000005,0.000005,
2.297000,5.000000,4.949307,0.050693,5.000000,4.949307,0.000005,-0.000005,0.000005,
2.298000,5.000000,4.949408,0.050592,5.000000,4.949408,0.000005,-0.000005,0.000005,
2.299000,5.000000,4.949509,0.050491,5.000000,4.949509,0.000005,-0.000005,0.000005,
2.300000,5.000000,4.949610,0.050390,5.000000,4.949610,0.000005,-0.000005,0.000005,
2.301000,5.000000,4.949711,0.050289,5.000000,4.949711,0.000005,-0.000005,0.000005,
2.302000,5.000000,4.949811,0.050189,5.000000,4.949811,0.000005,-0.000005,0.000005,
2.303000,5.000000,4.949911,0.050089,5.000000,4.949911,0.000005,-0.000005,0.000005,
2.304000,5.000000,4.950011,0.049989,5.000000,4.950011,0.000005,-0.000005,0.000005,
2.305000,5.000000,4.950111,0.049889,5.000000,4.950111,0.000005,-0.000005,0.000005,
2.306000,5.000000,4.950211,0.049789,5.000000,4.950211,0.000005,-0.000005,0.000005,
2.307000,5.000000,4.950310,0.049690,5.000000,4.950310,0.000005,-0.000005,0.000005,
2.308000,5.000000,4.950409,0.049591,5.000000,4.950409,0.000005,-0.000005,0.000005,
2.309000,5.000000,4.950508,0.049492,5.000000,4.950508,0.000005,-0.000005,0.000005,
2.310000,5.000000,4.950607,0.049393,5.000000,4.950607,0.000005,-0.000005,0.000005,
2.311000,5.000000,4.950706,0.049294,5.000000,4.950706,0.000005,-0.000005,0.000005,
2.312000,5.000000,4.950804,0.049196,5.000000,4.950804,0.000005,-0.000005,0.000005,
2.313000,5.000000,4.950902,0.049098,5.000000,4.950902,0.000005,-0.000005,0.000005,
2.314000,5.000000,4.951000,0.049000,5.000000,4.951000,0.000005,-0.000005,0.000005,
2.315000,5.000000,4.951098,0.048902,5.000000,4.951098,0.000005,-0.000005,0.000005,
2.316000,5.000000,4.951196,0.048804,5.000000,4.951196,0.000005,-0.000005,0.000005,
2.317000,5.000000,4.951293,0.048707,5.000000,4.951293,0.000005,-0.000005,0.000005,
2.318000,5.000000,4.951390,0.048610,5.000000,4.951390,0.000005,-0.000005,0.000005,
2.319000,5.000000,4.951487,0.048513,5.000000,4.951487,0.000005,-0.000005,0.000005,
2.320000,5.000000,4.951584,0.048416,5.000000,4.951584,0.000005,-0.000005,0.000005,
2.321000,5.000000,4.951681,0.048319,5.000000,4.951681,0.000005,-0.000005,0.000005,
2.322000,5.000000,4.951777,0.048223,5.000000,4.951777,0.000005,-0.000005,0.000005,
2.323000,5.000000,4.951873,0.048127,5.000000,4.951873,0.000005,-0.000005,0.000005,
2.324000,5.000000,4.951969,0.048031,5.000000,4.951969,0.000005,-0.000005,0.000005,
2.325000,5.000000,4.952065,0.047935,5.000000,4.952065,0.000005,-0.000005,0.000005,
2.326000,5.000000,4.952161,0.047839,5.000000,4.952161,0.000005,-0.000005,0.000005,
2.327000,5.000000,4.952256,0.047744,5.000000,4.952256,0.000005,-0.000005,0.000005,
2.328000,5.000000,4.952352,0.047648,5.000000,4.952352,0.000005,-0.000005,0.000005,
2.329000,5.000000,4.952447,0.047553,5.000000,4.952447,0.000005,-0.000005,0.000005,
2.330000,5.000000,4.952542,0.047458,5.000000,4.952542,0.000005,-0.000005,0.000005,
2.331000,5.000000,4.952637,0.047363,5.000000,4.952637,0.000005,-0.000005,0.000005,
2.332000,5.000000,4.952731,0.047269,5.000000,4.952731,0.000005,-0.000005,0.000005,
2.333000,5.000000,4.952825,0.047175,5.000000,4.952825,0.000005,-0.000005,0.000005,
2.334000,5.000000,4.952920,0.047080,5.000000,4.952920,0.000005,-0.000005,0.000005,
2.335000,5.000000,4.953014,0.046986,5.000000,4.953014,0.000005,-0.000005,0.000005,
2.336000,5.000000,4.953107,0.046893,5.000000,4.953107,0.000005,-0.000005,0.000005,
2.337000,5.000000,4.953201,0.046799,5.000000,4.953201,0.000005,-0.000005,0.000005,
2.338000,5.000000,4.953294,0.046706,5.000000,4.953294,0.000005,-0.000005,0.000005,
2.339000,5.000000,4.953388,0.046612,5.000000,4.953388,0.000005,-0.000005,0.000005,
2.340000,5.000000,4.953481,0.046519,5.000000,4.953481,0.000005,-0.000005,0.000005,
2.341000,5.000000,4.953573,0.046427,5.000000,4.953573,0.000005,-0.000005,0.000005,
2.342000,5.000000,4.953666,0.046334,5.000000,4.953666,0.000005,-0.000005,0.000005,
2.343000,5.000000,4.953759,0.046241,5.000000,4.953759,0.000005,-0.000005,0.000005,
2.344000,5.000000,4.953851,0.046149,5.000000,4.953851,0.000005,-0.000005,0.000005,
2.345000,5.000000,4.953943,0.046057,5.000000,4.953943,0.000005,-0.000005,0.000005,
2.346000,5.000000,4.954035,0.045965,5.000000,4.954035,0.000005,-0.000005,0.000005,
2.347000,5.000000,4.954127,0.045873,5.000000,4.954127,0.000005,-0.000005,0.000005,
2.348000,5.000000,4.954218,0.045782,5.000000,4.954218,0.000005,-0.000005,0.000005,
2.349000,5.000000,4.954310,0.045690,5.000000,4.954310,0.000005,-0.000005,0.000005,
2.350000,5.000000,4.954401,0.045599,5.000000,4.954401,0.000005,-0.000005,0.000005,
2.351000,5.000000,4.954492,0.045508,5.000000,4.954492,0.000005,-0.000005,0.000005,
2.352000,5.000000,4.954583,0.045417,5.000000,4.954583,0.000005,-0.000005,0.000005,
2.353000,5.000000,4.954673,0.045327,5.000000,4.954673,0.000005,-0.000005,0.000005,
2.354000,5.000000,4.954764,0.045236,5.000000,4.954764,0.000005,-0.000005,0.000005,
2.355000,5.000000,4.954854,0.045146,5.000000,4.954854,0.000005,-0.000005,0.000005,
2.356000,5.000000,4.954944,0.045056,5.000000,4.954944,0.000005,-0.000005,0.000005,
2.357000,5.000000,4.955034,0.044966,5.000000,4.955034,0.000004,-0.000004,0.000004,
2.358000,5.000000,4.955124,0.044876,5.000000,4.955124,0.000004,-0.000004,0.000004,
2.359000,5.000000,4.955213,0.044787,5.000000,4.955213,0.000004,-0.000004,0.000004,
2.360000,5.000000,4.955303,0.044697,5.000000,4.955303,0.000004,-0.000004,0.000004,
2.361000,5.000000,4.955392,0.044608,5.000000,4.955392,0.000004,-0.000004,0.000004,
2.362000,5.000000,4.955481,0.044519,5.000000,4.955481,0.000004,-0.000004,0.000004,
2.363000,5.000000,4.955570,0.044430,5.000000,4.955570,0.000004,-0.000004,0.000004,
2.364000,5.000000,4.955659,0.044341,5.000000,4.955659,0.000004,-0.000004,0.000004,
2.365000,5.000000,4.955747,0.044253,5.000000,4.955747,0.000004,-0.000004,0.000004,
2.366000,5.000000,4.955836,0.044164,5.000000,4.955836,0.000004,-0.000004,0.000004,
2.367000,5.000000,4.955924,0.044076,5.000000,4.955924,0.000004,-0.000004,0.000004,
2.368000,5.000000,4.956012,0.043988,5.000000,4.956012,0.000004,-0.000004,0.000004,
2.369000,5.000000,4.956099,0.043901,5.000000,4.956099,0.000004,-0.000004,0.000004,
2.370000,5.000000,4.956187,0.043813,5.000000,4.956187,0.000004,-0.000004,0.000004,
2.371000,5.000000,4.956275,0.043725,5.000000,4.956275,0.000004,-0.000004,0.000004,
2.372000,5.000000,4.956362,0.043638,5.000000,4.956362,0.000004,-0.000004,0.000004,
2.373000,5.000000,4.956449,0.043551,5.000000,4.956449,0.000004,-0.000004,0.000004,
2.374000,5.000000,4.956536,0.043464,5.000000,4.956536,0.000004,-0.000004,0.000004,
2.375000,5.000000,4.956623,0.043377,5.000000,4.956623,0.000004,-0.000004,0.000004,
2.376000,5.000000,4.956709,0.043291,5.000000,4.956709,0.000004,-0.000004,0.000004,
2.377000,5.000000,4.956796,0.043204,5.000000,4.956796,0.000004,-0.000004,0.000004,
2.378000,5.000000,4.956882,0.043118,5.000000,4.956882,0.000004,-0.000004,0.000004,
2.379000,5.000000,4.956968,0.043032,5.000000,4.956968,0.000004,-0.000004,0.000004,
2.380000,5.000000,4.957054,0.042946,5.000000,4.957054,0.000004,-0.000004,0.000004,
2.381000,5.000000,4.957139,0.042861,5.000000,4.957139,0.000004,-0.000004,0.000004,
2.382000,5.000000,4.957225,0.042775,5.000000,4.957225,0.000004,-0.000004,0.000004,
2.383000,5.000000,4.957310,0.042690,5.000000,4.957310,0.000004,-0.000004,0.000004,
2.384000,5.000000,4.957396,0.042604,5.000000,4.957396,0.000004,-0.000004,0.000004,
2.385000,5.000000,4.957481,0.042519,5.000000,4.957481,0.000004,-0.000004,0.000004,
2.386000,5.000000,4.957566,0.042434,5.000000,4.957566,0.000004,-0.000004,0.000004,
2.387000,5.000000,4.957650,0.042350,5.000000,4.957650,0.000004,-0.000004,0.000004,
2.388000,5.000000,4.957735,0.042265,5.000000,4.957735,0.000004,-0.000004,0.000004,
2.389000,5.000000,4.957819,0.042181,5.000000,4.957819,0.000004,-0.000004,0.000004,
2.390000,5.000000,4.957903,0.042097,5.000000,4.957903,0.000004,-0.000004,0.000004,
2.391000,5.000000,4.957987,0.042013,5.000000,4.957987,0.000004,-0.000004,0.000004,
2.392000,5.000000,4.958071,0.041929,5.000000,4.958071,0.000004,-0.000004,0.000004,
2.393000,5.000000,4.958155,0.041845,5.000000,4.958155,0.000004,-0.000004,0.000004,
2.394000,5.000000,4.958238,0.041762,5.000000,4.958238,0.000004,-0.000004,0.000004,
2.395000,5.000000,4.958322,0.041678,5.000000,4.958322,0.000004,-0.000004,0.000004,
2.396000,5.000000,4.958405,0.041595,5.000000,4.958405,0.000004,-0.000004,0.000004,
2.397000,5.000000,4.958488,0.041512,5.000000,4.958488,0.000004,-0.000004,0.000004,
2.398000,5.000000,4.958571,0.041429,5.000000,4.958571,0.000004,-0.000004,0.000004,
2.399000,5.000000,4.958654,0.041346,5.000000,4.958654,0.000004,-0.000004,0.000004,
2.400000,5.000000,4.958736,0.041264,5.000000,4.958736,0.000004,-0.000004,0.000004,
2.401000,5.000000,4.958818,0.041182,5.000000,4.958818,0.000004,-0.000004,0.000004,
2.402000,5.000000,4.958901,0.041099,5.000000,4.958901,0.000004,-0.000004,0.000004,
2.403000,5.000000,4.958983,0.041017,5.000000,4.958983,0.000004,-0.000004,0.000004,
2.404000,5.000000,4.959065,0.040935,5.000000,4.959065,0.000004,-0.000004,0.000004,
2.405000,5.000000,4.959146,0.040854,5.000000,4.959146,0.000004,-0.000004,0.000004,
2.406000,5.000000,4.959228,0.040772,5.000000,4.959228,0.000004,-0.000004,0.000004,
2.407000,5.000000,4.959309,0.040691,5.000000,4.959309,0.000004,-0.000004,0.000004,
2.408000,5.000000,4.959390,0.040610,5.000000,4.959390,0.000004,-0.000004,0.000004,
2.409000,5.000000,4.959471,0.040529,5.000000,4.959471,0.000004,-0.000004,0.000004,
2.410000,5.000000,4.959552,0.040448,5.000000,4.959552,0.000004,-0.000004,0.000004,
2.411000,5.000000,4.959633,0.040367,5.000000,4.959633,0.000004,-0.000004,0.000004,
2.412000,5.000000,4.959714,0.040286,5.000000,4.959714,0.000004,-0.000004,0.000004,
2.413000,5.000000,4.959794,0.040206,5.000000,4.959794,0.000004,-0.000004,0.000004,
2.414000,5.000000,4.959874,0.040126,5.000000,4.959874,0.000004,-0.000004,0.000004,
2.415000,5.000000,4.959954,0.040046,5.000000,4.959954,0.000004,-0.000004,0.000004,
2.416000,5.000000,4.960034,0.039966,5.000000,4.960034,0.000004,-0.000004,0.000004,
2.417000,5.000000,4.960114,0.039886,5.000000,4.960114,0.000004,-0.000004,0.000004,
2.418000,5.000000,4.960194,0.039806,5.000000,4.960194,0.000004,-0.000004,0.000004,
2.419000,5.000000,4.960273,0.039727,5.000000,4.960273,0.000004,-0.000004,0.000004,
2.420000,5.000000,4.960352,0.039648,5.000000,4.960352,0.000004,-0.000004,0.000004,
2.421000,5.000000,4.960432,0.039568,5.000000,4.960432,0.000004,-0.000004,0.000004,
2.422000,5.000000,4.960511,0.039489,5.000000,4.960511,0.000004,-0.000004,0.000004,
2.423000,5.000000,4.960589,0.039411,5.000000,4.960589,0.000004,-0.000004,0.000004,
2.424000,5.000000,4.960668,0.039332,5.000000,4.960668,0.000004,-0.000004,0.000004,
2.425000,5.000000,4.960747,0.039253,5.000000,4.960747,0.000004,-0.000004,0.000004,
2.426000,5.000000,4.960825,0.039175,5.000000,4.960825,0.000004,-0.000004,0.000004,
2.427000,5.000000,4.960903,0.039097,5.000000,4.960903,0.000004,-0.000004,0.000004,
2.428000,5.000000,4.960981,0.039019,5.000000,4.960981,0.000004,-0.000004,0.000004,
2.429000,5.000000,4.961059,0.038941,5.000000,4.961059,0.000004,-0.000004,0.000004,
2.430000,5.000000,4.961137,0.038863,5.000000,4.961137,0.000004,-0.000004,0.000004,
2.431000,5.000000,4.961214,0.038786,5.000000,4.961214,0.000004,-0.000004,0.000004,
2.432000,5.000000,4.961292,0.038708,5.000000,4.961292,0.000004,-0.000004,0.000004,
2.433000,5.000000,4.961369,0.038631,5.000000,4.961369,0.000004,-0.000004,0.000004,
2.434000,5.000000,4.961446,0.038554,5.000000,4.961446,0.000004,-0.000004,0.000004,
2.435000,5.000000,4.961523,0.038477,5.000000,4.961523,0.000004,-0.000004,0.000004,
2.436000,5.000000,4.961600,0.038400,5.000000,4.961600,0.000004,-0.000004,0.000004,
2.437000,5.000000,4.961677,0.038323,5.000000,4.961677,0.000004,-0.000004,0.000004,
2.438000,5.000000,4.961753,0.038247,5.000000,4.961753,0.000004,-0.000004,0.000004,
2.439000,5.000000,4.961829,0.038171,5.000000,4.961829,0.000004,-0.000004,0.000004,
2.440000,5.000000,4.961906,0.038094,5.000000,4.961906,0.000004,-0.000004,0.000004,
2.441000,5.000000,4.961982,0.038018,5.000000,4.961982,0.000004,-0.000004,0.000004,
2.442000,5.000000,4.962057,0.037943,5.000000,4.962057,0.000004,-0.000004,0.000004,
2.443000,5.000000,4.962133,0.037867,5.000000,4.962133,0.000004,-0.000004,0.000004,
2.444000,5.000000,4.962209,0.037791,5.000000,4.962209,0.000004,-0.000004,0.000004,
2.445000,5.000000,4.962284,0.037716,5.000000,4.962284,0.000004,-0.000004,0.000004,
2.446000,5.000000,4.962359,0.037641,5.000000,4.962359,0.000004,-0.000004,0.000004,
2.447000,5.000000,4.962435,0.037565,5.000000,4.962435,0.000004,-0.000004,0.000004,
2.448000,5.000000,4.962510,0.037490,5.000000,4.962510,0.000004,-0.000004,0.000004,
2.449000,5.000000,4.962584,0.037416,5.000000,4.962584,0.000004,-0.000004,0.000004,
2.450000,5.000000,4.962659,0.037341,5.000000,4.962659,0.000004,-0.000004,0.000004,
2.451000,5.000000,4.962734,0.037266,5.000000,4.962734,0.000004,-0.000004,0.000004,
2.452000,5.000000,4.962808,0.037192,5.000000,4.962808,0.000004,-0.000004,0.000004,
2.453000,5.000000,4.962882,0.037118,5.000000,4.962882,0.000004,-0.000004,0.000004,
2.454000,5.000000,4.962956,0.037044,5.000000,4.962956,0.000004,-0.000004,0.000004,
2.455000,5.000000,4.963030,0.036970,5.000000,4.963030,0.000004,-0.000004,0.000004,
2.456000,5.000000,4.963104,0.036896,5.000000,4.963104,0.000004,-0.000004,0.000004,
2.457000,5.000000,4.963178,0.036822,5.000000,4.963178,0.000004,-0.000004,0.000004,
2.458000,5.000000,4.963251,0.036749,5.000000,4.963251,0.000004,-0.000004,0.000004,
2.459000,5.000000,4.963325,0.036675,5.000000,4.963325,0.000004,-0.000004,0.000004,
2.460000,5.000000,4.963398,0.036602,5.000000,4.963398,0.000004,-0.000004,0.000004,
2.461000,5.000000,4.963471,0.036529,5.000000,4.963471,0.000004,-0.000004,0.000004,
2.462000,5.000000,4.963544,0.036456,5.000000,4.963544,0.000004,-0.000004,0.000004,
2.463000,5.000000,4.963617,0.036383,5.000000,4.963617,0.000004,-0.000004,0.000004,
2.464000,5.000000,4.963689,0.036311,5.000000,4.963689,0.000004,-0.000004,0.000004,
2.465000,5.000000,4.963762,0.036238,5.000000,4.963762,0.000004,-0.000004,0.000004,
2.466000,5.000000,4.963834,0.036166,5.000000,4.963834,0.000004,-0.000004,0.000004,
2.467000,5.000000,4.963906,0.036094,5.000000,4.963906,0.000004,-0.000004,0.000004,
2.468000,5.000000,4.963978,0.036022,5.000000,4.963978,0.000004,-0.000004,0.000004,
2.469000,5.000000,4.964050,0.035950,5.000000,4.964050,0.000004,-0.000004,0.000004,
2.470000,5.000000,4.964122,0.035878,5.000000,4.964122,0.000004,-0.000004,0.000004,
2.471000,5.000000,4.964193,0.035807,5.000000,4.964193,0.000004,-0.000004,0.000004,
2.472000,5.000000,4.964265,0.035735,5.000000,4.964265,0.000004,-0.000004,0.000004,
2.473000,5.000000,4.964336,0.035664,5.000000,4.964336,0.000004,-0.000004,0.000004,
2.474000,5.000000,4.964407,0.035593,5.000000,4.964407,0.000004,-0.000004,0.000004,
2.475000,5.000000,4.964478,0.035522,5.000000,4.964478,0.000004,-0.000004,0.000004,
2.476000,5.000000,4.964549,0.035451,5.000000,4.964549,0.000004,-0.000004,0.000004,
2.477000,5.000000,4.964620,0.035380,5.000000,4.964620,0.000004,-0.000004,0.000004,
2.478000,5.000000,4.964691,0.035309,5.000000,4.964691,0.000004,-0.000004,0.000004,
2.479000,5.000000,4.964761,0.035239,5.000000,4.964761,0.000004,-0.000004,0.000004,
2.480000,5.000000,4.964832,0.035168,5.000000,4.964832,0.000004,-0.000004,0.000004,
